message,label
come clip them,Non-Toxic
char uninstall,Insults and Flaming
NO E75... i am an IDIOT,Insults and Flaming
u fcking moron,Insults and Flaming
zeero brain,Insults and Flaming
and a MARON,Insults and Flaming
fckng mongol,Hate and Harassment
without brain,Insults and Flaming
uninstall,Insults and Flaming
so what could i do ???!!!,Non-Toxic
exactly,Non-Toxic
u losing the game,Other Offensive Texts
for our team,Non-Toxic
go support moron,Insults and Flaming
u are full hp,Insults and Flaming
but idiot moron,Insults and Flaming
this piece of ***,Insults and Flaming
brainless,Insults and Flaming
giving tier 8 tanks,Insults and Flaming
to imbecils,Insults and Flaming
gh wg,Non-Toxic
wj,Non-Toxic
u are so *** bad,Insults and Flaming
they are one shot,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
and u still in the bush,Non-Toxic
gj,Non-Toxic
FUK GODMDA BS WOT KUNT GAME,Other Offensive Texts
gg wp,Non-Toxic
tiger get off the cap and hlep,Non-Toxic
help,Non-Toxic
or die on the cap,Non-Toxic
wow,Non-Toxic
ang go where ? out in the fucking open??,Other Offensive Texts
holy shit dude!,Insults and Flaming
358 HP on T25/2,Non-Toxic
arta location,Non-Toxic
ns,Non-Toxic
wow,Non-Toxic
gg,Non-Toxic
insane carry,Non-Toxic
GGWP,Non-Toxic
wooow,Non-Toxic
fucking bot report,Insults and Flaming
ДА ЦЕЛЫЙ ВЕЧЕР СПЛОШНОЕ ПАСКУДА СТВО,Insults and Flaming
ну пидарасина,Insults and Flaming
Засвет в квадрате H5!!!,Non-Toxic
Засвет в квадрате J5!!!,Non-Toxic
Засвет в квадрате J4!!!,Non-Toxic
Засвет в квадрате J4!!!,Non-Toxic
Засвет в квадрате H4!!!,Non-Toxic
Засвет в квадрате A1!!!,Non-Toxic
Засвет в квадрате B3!!!,Non-Toxic
Засвет в квадрате A5!!!,Non-Toxic
#ERROR!,Non-Toxic
fuck team,Insults and Flaming
...,Non-Toxic
why LT not run?,Non-Toxic
well play,Non-Toxic
lagging so hard rn wtf,Insults and Flaming
lol,Non-Toxic
ggwp\,Non-Toxic
gg,Non-Toxic
fu wg,Insults and Flaming
fu arty,Non-Toxic
fff lagss,Non-Toxic
59,Non-Toxic
boom,Non-Toxic
last seen,Non-Toxic
how much health,Non-Toxic
we know?,Non-Toxic
all these poor setters...,Insults and Flaming
why poor,Non-Toxic
i aint suffering currently,Non-Toxic
tanks stinks,Insults and Flaming
i marked mine,Non-Toxic
not too bad,Non-Toxic
setter is good spotter,Non-Toxic
mhm,Non-Toxic
decent camo for a t7,Non-Toxic
t25at is alone?,Non-Toxic
it seems,Non-Toxic
could be wrong,Non-Toxic
i mightve missed the vz,Non-Toxic
i might spot that bush line,Non-Toxic
anyone got a shot?,Non-Toxic
gg,Non-Toxic
kinda...,Non-Toxic
ns,Non-Toxic
gg,Non-Toxic
hide behind me,Non-Toxic
i keep tiger busy,Non-Toxic
lopok right,Non-Toxic
leo dropping,Non-Toxic
JEEZ,Non-Toxic
HAHAHA,Non-Toxic
OMG,Non-Toxic
GJ,Non-Toxic
im scared,Non-Toxic
MOM,Non-Toxic
play smart,Non-Toxic
move up,Non-Toxic
u can do it,Non-Toxic
and u got plenty of time,Non-Toxic
let arty come with u!,Non-Toxic
CRUSADER GET ON HILL,Non-Toxic
move up!,Non-Toxic
and play smart,Non-Toxic
stop,Non-Toxic
dont get spotted,Non-Toxic
NO,Non-Toxic
TRI go for their base,Non-Toxic
crusader as soon arty get spotted go for GW,Non-Toxic
gogogog,Non-Toxic
together,Non-Toxic
bait shot crusader,Non-Toxic
GG,Non-Toxic
NOICCE,Non-Toxic
idiot team,Insults and Flaming
VK GO SLEEP PLZ,Other Offensive Texts
popusi mi kurac norgeskriger,Insults and Flaming
gg,Non-Toxic
ratte,Non-Toxic
gj,Non-Toxic
dont go back ...artye],Non-Toxic
gj,Non-Toxic
wait,Non-Toxic
i know,Non-Toxic
dont worry,Non-Toxic
ok,Non-Toxic
just let me play,Non-Toxic
go right,Non-Toxic
Antrax shut up,Other Offensive Texts
maybe you can learn something,Non-Toxic
its fine,Non-Toxic
just wanna concentrate,Non-Toxic
no rush,Non-Toxic
four minutes left time enough,Non-Toxic
whats best to use? HE?,Non-Toxic
no left,Non-Toxic
gg,Non-Toxic
:d,Non-Toxic
nice,Non-Toxic
gj,Non-Toxic
idiot,Insults and Flaming
ye,Non-Toxic
omg team,Insults and Flaming
ццц,Non-Toxic
"SHAX_1_2015[ASNDS] (AMX AC 48), не мешай стрелять! Уйди с линии огня по противнику!",Non-Toxic
Арта (G.W. Panther) отстрелялась! По мне :(,Non-Toxic
You are retards I am INvizible,Non-Toxic
go leo,Non-Toxic
rhm is in our base,Non-Toxic
same posiioton light,Non-Toxic
total bots,Insults and Flaming
finally,Non-Toxic
fuck me,Other Offensive Texts
duo attack,Non-Toxic
go in cap both,Insults and Flaming
TNH,Non-Toxic
BRO,Non-Toxic
where are you going,Non-Toxic
omg,Non-Toxic
T 32 lol,Non-Toxic
F me running,Insults and Flaming
lil help or someone just shoot me lol,Non-Toxic
wow...survived while on my back,Non-Toxic
scorpion,Non-Toxic
type 64,Non-Toxic
gj chi to,Non-Toxic
engine kaput,Non-Toxic
shit,Insults and Flaming
good try,Non-Toxic
4k damage,Non-Toxic
meds help elc or we goin to loose,Non-Toxic
useless team,Insults and Flaming
ich lebe in kiev :d,Non-Toxic
wtf,Other Offensive Texts
thx,Non-Toxic
gj,Non-Toxic
spot t 69,Non-Toxic
move,Non-Toxic
gg,Non-Toxic
One Doener pls!,Non-Toxic
tragedy,Other Offensive Texts
taquiupariu viu,Insults and Flaming
sweet,Non-Toxic
yooo!,Non-Toxic
movbe otta there,Non-Toxic
gresat job arty,Non-Toxic
gg,Non-Toxic
go,Non-Toxic
NOOB TDS,Insults and Flaming
cs totally noob,Insults and Flaming
zero out look,Non-Toxic
whata shit team. mnext all snipers,Insults and Flaming
maybe move?,Non-Toxic
more idiots here,Insults and Flaming
mintte,Non-Toxic
really,Non-Toxic
veled1ütt,Non-Toxic
move ass ladys,Hate and Harassment
hey skoda you whont bananan??? fucking moneky idiot,Hate and Harassment
lick my balls,Insults and Flaming
you have no balls,Insults and Flaming
:D,Non-Toxic
kussolj,Non-Toxic
gg,Non-Toxic
M41 HMC hit me,Non-Toxic
THANKS!,Non-Toxic
w,Non-Toxic
un petit coup de main,Non-Toxic
cap?,Non-Toxic
rush this,Non-Toxic
Skoda,Non-Toxic
push cent?,Non-Toxic
cominggg...,Non-Toxic
Засвет в квадрате D9!!!,Non-Toxic
yarrabandı,Non-Toxic
)),Non-Toxic
ыщккн,Non-Toxic
sorry,Non-Toxic
i spot,Non-Toxic
ths e25,Non-Toxic
wtf,Other Offensive Texts
bastard arty,Insults and Flaming
i need friggin rockets,Non-Toxic
report abuwinni enemy team,Non-Toxic
i am sending this replay to wargaming. our M10 RBFM and enemy Abuwinni is rigging,Non-Toxic
Report M10,Non-Toxic
M10 has sniped 4 the other teams,Non-Toxic
M10 is the Enemy Abuwinni,Non-Toxic
teaming with abuwinni in the enemy team. rigging the game. poor cheaters. this replay will be sent,Other Offensive Texts
4005,Non-Toxic
dont go too fae is,Non-Toxic
nice round is7,Non-Toxic
was ok :),Non-Toxic
gg,Non-Toxic
hit gg,Non-Toxic
emil,Non-Toxic
gg,Non-Toxic
GG,Non-Toxic
т 54 даун,Non-Toxic
т 54 криса,Non-Toxic
MOVE YOU DUMB SHIT,Insults and Flaming
let me top gun,Non-Toxic
i carried this let me tiop gun,Non-Toxic
DONT CVAP FFSQ,Non-Toxic
\no kurwa jebana,Insults and Flaming
arti,Non-Toxic
ji,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
noobs,Insults and Flaming
it should be fun :P,Non-Toxic
gg,Non-Toxic
way to easy,Non-Toxic
"vladimir645 (Pz.Kpfw. VII), не мешай стрелять! Уйди с линии огня по противнику!",Non-Toxic
pierdole,Other Offensive Texts
H4,Non-Toxic
gg,Non-Toxic
l;ol,Non-Toxic
sry,Non-Toxic
TOUT SEUL,Non-Toxic
TEAM DE MERDE,Non-Toxic
TEAM NOOB,Insults and Flaming
CAMPINGS IDIOTS,Insults and Flaming
PERDU :-(,Insults and Flaming
campeurs de merde,Insults and Flaming
shut up,Other Offensive Texts
Too much suicide,Non-Toxic
Keep going Excaliber,Non-Toxic
afk - lol,Non-Toxic
GJ man,Non-Toxic
p 43 go go,Non-Toxic
wd,Non-Toxic
gg,Non-Toxic
*1 lol,Non-Toxic
wtf,Other Offensive Texts
ez,Insults and Flaming
gg,Non-Toxic
gg,Non-Toxic
omg ̈ddd,Non-Toxic
report spoter,Non-Toxic
pls all report t 71,Non-Toxic
no problem &quot;team&quot;,Non-Toxic
shoted,Non-Toxic
T7 carry on T9 mm,Non-Toxic
take hill or go home,Non-Toxic
take ur mom,Insults and Flaming
damn,Other Offensive Texts
...,Non-Toxic
she should take u to pre school,Insults and Flaming
tnx guys,Non-Toxic
Enemy SPG Smrtihlav_CZ_ (G.W. Tiger (P)) just hit me and is now reloading for about 44.11s.,Non-Toxic
caernavon go here,Non-Toxic
i spot,Non-Toxic
Im Spotted at G4!,Non-Toxic
Im Spotted at E1!,Non-Toxic
gg,Non-Toxic
care,Non-Toxic
ya perdole,Non-Toxic
speed ltg ???,Non-Toxic
not here,Non-Toxic
where,Non-Toxic
jebany,Insults and Flaming
omg,Non-Toxic
bush line,Non-Toxic
push,Non-Toxic
gg,Non-Toxic
tg,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
salut d-lor,Non-Toxic
salut,Non-Toxic
ez,Non-Toxic
xdddddddddddd,Non-Toxic
2 blind kill,Non-Toxic
go retards,Insults and Flaming
jesus,Non-Toxic
camp some more,Non-Toxic
put up a tent and make a campfire,Non-Toxic
med???,Non-Toxic
stupid med,Insults and Flaming
wtf,Other Offensive Texts
emil,Non-Toxic
slow,Non-Toxic
gj,Non-Toxic
gg,Non-Toxic
rly?,Non-Toxic
what do you want?!,Non-Toxic
are you blind or jsut stupid?,Insults and Flaming
lol,Non-Toxic
"yes, play alone",Non-Toxic
suck me,Insults and Flaming
what a fucking star,Other Offensive Texts
wypierdalaj lamusie,Insults and Flaming
"ooo polaczek, no jakby inaczej XD",Non-Toxic
a ty to kurwa kto? Książe persji?,Hate and Harassment
przyjechales pchac pizde i sie prujesz,Insults and Flaming
kiedy ja cię popchałem XDD,Insults and Flaming
wyslac ci powtorke zjebie?,Insults and Flaming
si,Non-Toxic
czekam,Non-Toxic
to sobie zobaczysz,Non-Toxic
ok,Non-Toxic
to czekam,Non-Toxic
"a jak jestes slepy i nie widzisz jak sie na kogos pchasz, to okulista czeka",Insults and Flaming
idiots,Insults and Flaming
"dobra, dziękuję ci za rady XDDDD",Non-Toxic
jak wy to kurwa wygracie to ja pierdolnę fikołka,Insults and Flaming
skoroin,Non-Toxic
gg,Non-Toxic
ji ro,Non-Toxic
churchill?????,Non-Toxic
church go!,Non-Toxic
wtf?!,Other Offensive Texts
ahhh M 6 splatoon player ...,Non-Toxic
shoot ?? Bay bay noob,Insults and Flaming
you re top tier,Non-Toxic
"go, full hp",Non-Toxic
...I...,Non-Toxic
goo,Non-Toxic
patetic useless churchill,Insults and Flaming
Psycho player .).) go sleep :),Insults and Flaming
report churchill,Non-Toxic
deinstall,Insults and Flaming
idiot noob,Insults and Flaming
fchk u,Insults and Flaming
i feel so safe with two assassins next to me,Non-Toxic
come on snuggle up,Non-Toxic
T-103 youre idiot i am on 43 HP cause you kick me back,Insults and Flaming
so stupid,Insults and Flaming
id shove him off the map but i dont want the ban,Non-Toxic
so ill give him a stern look of dissaproval,Non-Toxic
report lorr bot idiottttt,Insults and Flaming
borr idiotttttt,Insults and Flaming
come,Non-Toxic
mb,Non-Toxic
bot idiotttttttttttttttt,Insults and Flaming
chill little lamb,Non-Toxic
its a video game were all here to wind down after work,Non-Toxic
plutot de 3 idioti gg,Insults and Flaming
well done,Non-Toxic
не лезет,Non-Toxic
больше,Non-Toxic
лт проедь по зелени пж,Non-Toxic
его мантикора пересветит,Non-Toxic
nie pisz do mnie po rusku ty kurwo,Hate and Harassment
gg,Non-Toxic
gg,Non-Toxic
"LTUBigBoss (SU-130PM), you are blocking my target!",Non-Toxic
tl7 good?,Non-Toxic
nie,Non-Toxic
moneygrap wargaming :P,Non-Toxic
wtf is that even,Other Offensive Texts
a little,Non-Toxic
he come,Non-Toxic
gg,Non-Toxic
zielony ty dziwko,Insults and Flaming
pz reported to wg,Non-Toxic
Pz III E you Fixxer Idiot,Insults and Flaming
"Taboret_26 (Pz. III E), you are blocking my target!",Non-Toxic
you banned wg,Non-Toxic
Report PzIIIE pls,Non-Toxic
a,Non-Toxic
:-D,Non-Toxic
ahhahah,Non-Toxic
send replay to wg,Non-Toxic
pz banned....,Non-Toxic
hahahahhahahahhaha,Non-Toxic
team?,Non-Toxic
teaM,Non-Toxic
fcking wake up,Other Offensive Texts
fagoots,Hate and Harassment
ok,Non-Toxic
i cant fcking believe,Other Offensive Texts
holy fuck,Other Offensive Texts
damn,Other Offensive Texts
i will never relie on teammates agian screw youall,Insults and Flaming
"you know, you dont need to tell ppl you have daddy issues",Insults and Flaming
amx 30,Non-Toxic
FFS,Other Offensive Texts
HELP ME,Non-Toxic
RETARDS,Insults and Flaming
600+ hp,Non-Toxic
i think,Non-Toxic
nah,Non-Toxic
200,Non-Toxic
gg,Non-Toxic
ait,Non-Toxic
w,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
Засвет в квадрате C8!!!,Non-Toxic
Засвет в квадрате C8!!!,Non-Toxic
Засвет в квадрате E8!!!,Non-Toxic
noob,Insults and Flaming
all good now?,Non-Toxic
#ERROR!,Non-Toxic
#ERROR!,Non-Toxic
#ERROR!,Non-Toxic
Oh me so Ho Ni,Non-Toxic
yall tired of that joke yet? lol,Non-Toxic
lol,Non-Toxic
settings -&gt; general -&gt; mute chat from teammates,Non-Toxic
you vewy funny guy,Non-Toxic
:(,Non-Toxic
tough crowd,Non-Toxic
m8a1,Non-Toxic
lmfao,Non-Toxic
campsite,Non-Toxic
How does a KV1 go unspotted...,Non-Toxic
AFK?,Other Offensive Texts
yah,Non-Toxic
wehere,Non-Toxic
were did,Non-Toxic
WDdddsaadwnboooooo,Non-Toxic
nice try,Non-Toxic
thx for not help,Non-Toxic
scheiß tiger,Insults and Flaming
gg,Non-Toxic
gg,Non-Toxic
found them,Non-Toxic
maus reset,Non-Toxic
reset?,Non-Toxic
oh man,Non-Toxic
udes do us rite,Non-Toxic
amx is one shot,Non-Toxic
tree,Non-Toxic
gl hf all :|7,Non-Toxic
wtf is the t100 doing,Insults and Flaming
holy crap 3 arty,Non-Toxic
on this mpa,Non-Toxic
get that 260,Non-Toxic
trash lt,Non-Toxic
Enemy SPG TirantLoBlanc (Conqueror Gun Carriage) just hit me and is now reloading for about 44.11s.,Non-Toxic
gg,Non-Toxic
...,Non-Toxic
ahahhahahahhahah,Non-Toxic
ololo,Non-Toxic
ns gaymplay,Hate and Harassment
arty wants me dead,Non-Toxic
go e25,Non-Toxic
time,Non-Toxic
t34,Non-Toxic
gg,Non-Toxic
go,Non-Toxic
"go rush hill, pls",Non-Toxic
;),Non-Toxic
just cap on will come,Non-Toxic
oni,Non-Toxic
gg,Non-Toxic
пизда,Non-Toxic
?,Non-Toxic
хз,Non-Toxic
epic useles mentally retard tea,Non-Toxic
noted,Non-Toxic
bro,Non-Toxic
can ytou fucking,Insults and Flaming
drive,Non-Toxic
without hitting me,Non-Toxic
stupid moron,Insults and Flaming
you hit me every 10 seeconds,Non-Toxic
fucking diseased mongoloid,Hate and Harassment
GG,Non-Toxic
gj,Non-Toxic
glad i m using tanks that make money when we lose,Non-Toxic
oh well I can only ping the map so many times....,Non-Toxic
nice!,Non-Toxic
nice spot,Non-Toxic
m60,Non-Toxic
spot woods again ebr?,Non-Toxic
thx ebr,Non-Toxic
really nice spot,Non-Toxic
keep m60 spotted pls,Non-Toxic
woods spot pls,Non-Toxic
must kill fv first,Non-Toxic
ebr?,Non-Toxic
trash team,Insults and Flaming
ebr is an idiot,Insults and Flaming
stay alive enr,Non-Toxic
he s good,Non-Toxic
hai pe direct boss,Non-Toxic
gata,Non-Toxic
gg,Non-Toxic
"пидарки взводные, вы куда?",Non-Toxic
dpdjl ghbyzk,Non-Toxic
взвод прими,Non-Toxic
ссікло малолетнее,Insults and Flaming
зачем?,Non-Toxic
слушать твои сопли?,Non-Toxic
обоснуешь притензии,Non-Toxic
или мамка рядлом силит?,Non-Toxic
ты снежинку тупая ),Insults and Flaming
фошг пидр,Insults and Flaming
"кому, пидарам обосновывать что0то?",Hate and Harassment
прими взвод или мамка твоя от рака помрет,Threats
решайся,Non-Toxic
ссыкло ебучее ),Insults and Flaming
снежинка димоха,Non-Toxic
500 средухи или 550?,Non-Toxic
не перегибай,Non-Toxic
кто тебя боится,Non-Toxic
ты перегибный ссыкливый лох,Insults and Flaming
та хоть 150,Non-Toxic
офни ебло значит,Insults and Flaming
ты по жизни петух,Insults and Flaming
не умеешь играть на этой карте - иди нахуй,Insults and Flaming
азаахахаха,Non-Toxic
ссыкло ты тупое 0,Insults and Flaming
сколько средухи на акк ?,Non-Toxic
признайся при всех),Non-Toxic
"умею или нет какая разница, вы приехали поебловали и кинули фланг",Insults and Flaming
в итоге в ангаре сидите и пиздите,Insults and Flaming
ты долбоеб ),Insults and Flaming
ты пирвый начал пиздеть),Insults and Flaming
конча тупая,Insults and Flaming
эта карта не играется с того фланга,Non-Toxic
сука тьупая,Insults and Flaming
ещё есть запас в твоём словаре?,Other Offensive Texts
высер ты ебучий ! скок средуха на аак *?)ъ,Insults and Flaming
не виляй ),Non-Toxic
"я ж знаю , что ты рак рыжий )",Non-Toxic
кпд 620),Non-Toxic
амеба тупая ),Non-Toxic
показатели игры не показатели личности,Non-Toxic
а то что ты петух паршивый это видно,Insults and Flaming
а я про тебя говорю как про игрока,Non-Toxic
логично как бы ),Non-Toxic
ахах,Non-Toxic
мне пофиг какой я игрок,Non-Toxic
ну так и не пизди тогда 0,Insults and Flaming
ты ж даун первый начал пиздеть,Insults and Flaming
ты мне не будешь указывать что делать,Non-Toxic
ахахаха,Non-Toxic
скка тупое,Insults and Flaming
"ты выблядь первый начал говорить как нам играть , а теперь стрелку перевел, ска уебанина ты 0",Insults and Flaming
"короче в чс, тупица ты )",Insults and Flaming
"стрелка у тебя в жопе, я сказал что ты петух - так и есть",Insults and Flaming
"если тот фланг не играется, зачем ехали оба туда",Non-Toxic
ой ти даун тупий,Insults and Flaming
"приехали, уведели двоих и свалили, оставив меня одного против двоих",Non-Toxic
шо ти мелиш,Non-Toxic
не так было?,Non-Toxic
FUCKING FINNALY,Other Offensive Texts
BLOCKING MISSION,Other Offensive Texts
i love u,Non-Toxic
:)),Non-Toxic
i ll cap,Non-Toxic
bang churchil hard,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
ping when arta shoots,Non-Toxic
#NAME?,Non-Toxic
wp,Non-Toxic
o markopolo,Non-Toxic
pies z tr,Non-Toxic
co nie wychodzi z 2k recentu,Non-Toxic
ha tfu,Non-Toxic
xd,Non-Toxic
e wezma cie do lepszego klanu?,Non-Toxic
damn lemmings,Insults and Flaming
nie dzieki,Non-Toxic
do tread cie wezme,Non-Toxic
ze mna,Non-Toxic
kostki,Non-Toxic
bedziesz,Non-Toxic
jebal,Insults and Flaming
sobie,Non-Toxic
zebym mial rezerwy,Non-Toxic
doe ik,Non-Toxic
lol E100+,Non-Toxic
what are u watching there,Non-Toxic
ok...then stay at 0 damage lol,Non-Toxic
let him xD,Non-Toxic
he is a sniper elite,Non-Toxic
You are useless there Jagopizda,Insults and Flaming
with - 0 damage lol,Non-Toxic
gg,Non-Toxic
uhoh,Non-Toxic
the best armored vehicle in the battle is trying to snipe,Non-Toxic
we need support in the villahe,Non-Toxic
village,Non-Toxic
teh kv,Non-Toxic
thank you arty,Non-Toxic
team effort,Non-Toxic
ns,Non-Toxic
nice,Non-Toxic
send it,Non-Toxic
boom,Non-Toxic
gg,Non-Toxic
crap,Other Offensive Texts
gg,Non-Toxic
ns,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
valeu,Non-Toxic
daca luam bisonte in loc de renegate da,Non-Toxic
nu cred,Non-Toxic
w:d)),Non-Toxic
:)),Non-Toxic
nu acolo boss,Non-Toxic
aa,Non-Toxic
da,Non-Toxic
camperi,Non-Toxic
cobra,Non-Toxic
pai cobra da,Non-Toxic
te fute cobra,Insults and Flaming
581,Non-Toxic
un cacat,Non-Toxic
aici trb sa ai mare rabdare,Non-Toxic
gg idiots,Insults and Flaming
este heavy,Non-Toxic
totusi,Non-Toxic
da,Non-Toxic
e 75 camper,Non-Toxic
good,Non-Toxic
faina lupta,Non-Toxic
yes,Non-Toxic
gl and hf,Non-Toxic
btw i have the small gun so dont think i can do much dmg,Non-Toxic
:/,Non-Toxic
progeto go,Non-Toxic
wait for all,Non-Toxic
o k,Non-Toxic
(,Non-Toxic
pls 8,Non-Toxic
GOOD JOB,Non-Toxic
thx,Non-Toxic
gj,Non-Toxic
thx,Non-Toxic
hate this f map,Other Offensive Texts
left5,Non-Toxic
idiot BC... driving everywhhere for nothing,Insults and Flaming
arty ?,Non-Toxic
arty ? E75,Non-Toxic
need scout,Non-Toxic
platoon1 debils,Insults and Flaming
deff,Non-Toxic
fuck u leo,Insults and Flaming
Char let them come,Non-Toxic
2 med,Non-Toxic
2 heavy,Non-Toxic
gg,Non-Toxic
move arty,Non-Toxic
stupid centurion,Insults and Flaming
no ammo ;-),Non-Toxic
mopve into town,Non-Toxic
coe into town,Non-Toxic
look at the map bots,Insults and Flaming
move,Non-Toxic
caernarvon how dumb are you,Insults and Flaming
come on cobra,Non-Toxic
100% bot you are caernavon,Insults and Flaming
gg,Non-Toxic
"rino, move",Non-Toxic
t110e3 report,Non-Toxic
gg,Non-Toxic
pls let me,Non-Toxic
279,Non-Toxic
gg,Non-Toxic
EBR DECAP id ioty,Insults and Flaming
I am spotted in G7!!!,Non-Toxic
I am spotted in B5!!!,Non-Toxic
ретард,Non-Toxic
retard,Insults and Flaming
move ur ass AMBT,Insults and Flaming
can you spot?,Non-Toxic
gooo,Non-Toxic
atacati,Non-Toxic
tortois spot f2,Non-Toxic
gg,Non-Toxic
Im Spotted at G6!,Non-Toxic
Im Spotted at G6!,Non-Toxic
Im Spotted at E6!,Non-Toxic
Im Spotted at E6!,Non-Toxic
Im Spotted at E7!,Non-Toxic
Im Spotted at C0!,Non-Toxic
report VK,Non-Toxic
VK u pushe dme u,Insults and Flaming
wow,Non-Toxic
nice,Non-Toxic
best scouts of poland we have,Non-Toxic
the power of the tortoise =),Non-Toxic
gg,Non-Toxic
omfg,Non-Toxic
this aim,Non-Toxic
yeeeees,Non-Toxic
first 10k,Non-Toxic
gg,Non-Toxic
NOGG,Non-Toxic
go need spo,Non-Toxic
idióta,Insults and Flaming
where‘s our ELC,Non-Toxic
Im Spotted at E1!,Non-Toxic
Im Spotted at E2!,Non-Toxic
Im Spotted at A1!,Non-Toxic
Im Spotted at A1!,Non-Toxic
"Vovan158 (AMX 13 105), you are blocking my target!",Non-Toxic
Im Spotted at A7!,Non-Toxic
Im Spotted at A8!,Non-Toxic
Im Spotted at D9!,Non-Toxic
Im Spotted at E0!,Non-Toxic
Im Spotted at H9!,Non-Toxic
Im Spotted at H8!,Non-Toxic
Im Spotted at J8!,Non-Toxic
Im Spotted at J8!,Non-Toxic
Enemy SPG <font color='#fe7903'>pampos98 (M44),Non-Toxic
Enemy SPG <font color='#fe7903'>pampos98 (M44),Non-Toxic
wtf today campers?,Insults and Flaming
gj,Non-Toxic
ешпук,Non-Toxic
tiger ***,Insults and Flaming
base,Non-Toxic
tiger ***,Insults and Flaming
moron,Insults and Flaming
tiger noob,Insults and Flaming
kill or cap base,Non-Toxic
go,Non-Toxic
time,Non-Toxic
бот,Non-Toxic
go to their cap,Non-Toxic
о курва,Insults and Flaming
hope u have HE loaded,Non-Toxic
his blind,Non-Toxic
gj,Non-Toxic
3rd gm,Non-Toxic
go for spg light,Non-Toxic
maybe he is afk,Non-Toxic
no,Non-Toxic
WTF xdddd,Other Offensive Texts
далше стойте ст до слива,Non-Toxic
ты даун,Insults and Flaming
КАК ВСЕГДА СЛИВ,Non-Toxic
ебланы тупорылые,Insults and Flaming
е3 ты выблядок тупой,Insults and Flaming
два лоха на рте,Non-Toxic
СТАДО,Non-Toxic
"если он меня убьет, это будет жпично",Non-Toxic
у меня только фугасы остались,Non-Toxic
скорее всего я его просто не найду...,Non-Toxic
не убьет)),Non-Toxic
потому что я его не найду,Non-Toxic
не посмеет,Non-Toxic
он уехал,Non-Toxic
харош,Non-Toxic
КОЛОБОК,Non-Toxic
11к,Non-Toxic
all good?,Non-Toxic
#ERROR!,Non-Toxic
arty,Non-Toxic
stuppid artys,Insults and Flaming
sure :),Non-Toxic
have time to change position,Non-Toxic
but they stay and die,Non-Toxic
for nothing,Non-Toxic
go cap,Non-Toxic
gg,Non-Toxic
report idiots VK,Insults and Flaming
"you‘re going to youtube guys, to Claus‘ Biggest Asshole series",Insults and Flaming
I will **** claus ******,Threats
we had a video yet,Non-Toxic
ah,Non-Toxic
*****,Other Offensive Texts
he can suck my ****,Insults and Flaming
"finally get a tune out of this tank, and half my own team are traitors lol",Insults and Flaming
wk nub of,Non-Toxic
all dumb noobs,Insults and Flaming
learn to pläy,Non-Toxic
Wk?,Non-Toxic
Vk,Non-Toxic
just report them...,Non-Toxic
Learn to write,Non-Toxic
report?,Non-Toxic
i dont care,Non-Toxic
Raport,Non-Toxic
"hahahahahahah yeah, like that was the promlem",Non-Toxic
isnt the first and wont be the last report,Other Offensive Texts
"you made ,",Non-Toxic
??,Non-Toxic
thanks for your ‘helpful advice,Non-Toxic
"troll on, racist",Hate and Harassment
"new_WOLF2859_house (VK 30.02 M), не мешай стрелять! Уйди с линии огня по противнику!",Non-Toxic
Засвет в квадрате A2!!!,Non-Toxic
"and, thank you again for volunteering for the blacklist",Other Offensive Texts
#pedik wk play lego,Insults and Flaming
bye,Non-Toxic
what is this disabled team,Insults and Flaming
t-103 go?,Non-Toxic
gg,Non-Toxic
gl ladies,Non-Toxic
thx shawty,Non-Toxic
ok,Non-Toxic
whose the oldest one here,Non-Toxic
me,Non-Toxic
me 57,Non-Toxic
62,Non-Toxic
me,Non-Toxic
wow,Non-Toxic
not me,Non-Toxic
today,Non-Toxic
its ur birthday?,Non-Toxic
yes,Non-Toxic
happy birthday,Non-Toxic
thanks,Non-Toxic
HAPPY BIRTHDAY,Non-Toxic
HB!!!,Non-Toxic
hey fuckwagon,Insults and Flaming
pretty sure im da youngest den,Non-Toxic
Well?,Non-Toxic
18?,Non-Toxic
nope,Non-Toxic
younger,Non-Toxic
10,Non-Toxic
older,Non-Toxic
14,Non-Toxic
little older,Non-Toxic
16,Non-Toxic
little younger,Non-Toxic
Hmmm,Non-Toxic
dont worry bois,Non-Toxic
thx,Non-Toxic
i was in a bit of a pickle,Non-Toxic
#ERROR!,Non-Toxic
#ERROR!,Non-Toxic
go on without me boys,Non-Toxic
assuming we‘re all men of prestigous culture,Non-Toxic
cap,Non-Toxic
ur not?,Non-Toxic
gg,Non-Toxic
gg,Non-Toxic
T71 cap,Non-Toxic
gg,Non-Toxic
I think this might be my single worst day in WoT.. and that‘s saying something :P,Other Offensive Texts
"60 games, and I won 19",Non-Toxic
some days like that,Non-Toxic
its all luck,Non-Toxic
"I‘m not upset, it‘s just one of those days",Non-Toxic
lol,Non-Toxic
cala boca,Non-Toxic
u dont decide ur team,Non-Toxic
vipera,Non-Toxic
KV5 your soo luck lol,Non-Toxic
20 wins in 61 :P,Non-Toxic
gg,Non-Toxic
